SpaceID,BlockFace,MeterType,RateType,RateRange,MeteredTimeLimit,Lat,Long
VW544,600 VIRGIL AVE,Single-Space,FLAT,$1.00 ,2HR,34.062499,-118.286936
VN984,14400 W GILMORE ST,Single-Space,TOD,$0.50 - $1.00,2HR,34.187603,-118.447506
WW2163A,3350 WILSHIRE BLVD,Single-Space,FLAT,$1.00 ,1HR,34.061664,-118.297508
VM198,8401 VERMONT AVE,Single-Space,FLAT,$1.00 ,2HR,33.962149,-118.291814
OF24,1000 S FAIRFAX AVE,Single-Space,FLAT,$1.00 ,2HR,34.056223,-118.364634
SV662,7101 W DE LONGPRE AVE,Single-Space,TOD,$0.50 - $1.00,2HR,34.096207,-118.34454
LM684E,5600 W 2ND ST,Single-Space,FLAT,$1.00 ,2HR,34.070993,-118.343348
WV472,1001 S HILGARD AVE,Single-Space,TOD,$0.50 - $1.00,2HR,34.060868,-118.441865
WU915,1001 BEACON AVE,Single-Space,FLAT,$1.00 ,2HR,34.049446,-118.275676
WW2593,200 KENMORE AVE,Single-Space,FLAT,$1.00 ,2HR,34.07611,-118.296497
WN25,700 AVALON BLVD,Single-Space,FLAT,$0.50 ,2HR,33.77896,-118.262257
SH332,6400 W SANTA MONICA BLVD,Single-Space,FLAT,$0.50 ,2HR,34.090646,-118.330537
61116,245 MAIN ST,Multi-Space,TOD,$0.50 - $1.50,2HR,33.996964,-118.478645
CB3569,700 S GRAND AVE,Single-Space,FLAT,$4.00 ,4HR,34.046935,-118.256803
WB840,1700 S MAPLE AVE,Single-Space,FLAT,$1.00 ,2HR,34.030463,-118.260453
VN986,14400 W GILMORE ST,Single-Space,TOD,$0.50 - $1.00,2HR,34.187602,-118.447334
CC1018,900 W SUNSET BLVD,Single-Space,JUMP,$0.50/H - $2.00/6H,6HR,34.063095,-118.247011
VW1687,1300 BERENDO ST,Single-Space,FLAT,$1.00 ,2HR,34.046869,-118.293499
WW1285,3901 3RD ST,Single-Space,FLAT,$1.00 ,1HR,34.069119,-118.299488
WP80,3201 VIA DOLCE,Single-Space,TOD,$0.50 - $1.50,2HR,33.980194,-118.462887
WW147,200 WESTERN AVE,Single-Space,FLAT,$1.00 ,1HR,34.075516,-118.309051
SA246,1300 LAVETA TER,Single-Space,FLAT,$1.00 ,1HR,34.076448,-118.256041
HO1058,7001 W HAWTHORN AVE,Single-Space,TOD,$0.50 - $2.00,2HR,34.100392,-118.344232
WU928,1500 OLYMPIC BLVD,Single-Space,FLAT,$1.00 ,2HR,34.048829,-118.273637
SVV424,800 HELIOTROPE DR,Single-Space,JUMP,$1.00/H - $4.00/6H,6HR,34.086281,-118.294871
CB3929C,800 S CECILIA ST,Single-Space,TOD,$1.50 - $3.00,2HR,34.040221,-118.251051
CB787,1001 S SANTEE ST,Single-Space,TOD,$1.00 - $4.00,2HR,34.038342,-118.255741
WW302,301 WESTERN AVE,Single-Space,FLAT,$1.00 ,1HR,34.067872,-118.309209
LT45A,300 E 2ND ST,Single-Space,TOD,$0.50 - $3.00,2HR,34.048908,-118.241261
PM107,3701 S DUNN DR,Single-Space,FLAT,$1.00 ,2HR,34.023547,-118.4001
PB311,5400 W PICO BLVD,Single-Space,FLAT,$1.00 ,2HR,34.04842,-118.356388
WS799,1501 S PONTIUS AVE,Single-Space,FLAT,$1.00 ,2HR,34.049903,-118.447126
WU1275,1300 SHATTO ST,Single-Space,JUMP,$1.00/H - $4.00/10H,10HR,34.054651,-118.266417
SG179,7901 W SUNSET BLVD,Single-Space,FLAT,$1.00 ,1HR,34.098159,-118.362458
WW1981,3501 WILSHIRE BLVD,Single-Space,FLAT,$1.00 ,1HR,34.061837,-118.301925
CB1796,1100 S SANTEE ST,Single-Space,TOD,$0.50 - $5.00,2HR,34.037214,-118.256503
BH283,1900 1ST ST,Single-Space,FLAT,$1.00 ,1HR,34.045635,-118.215609
HO966,1701 N WHITLEY AVE,Single-Space,TOD,$1.50 - $3.00,2HR,34.102644,-118.333408
LH192,2501 PASADENA AVE,Single-Space,FLAT,$1.00 ,1HR,34.076415,-118.216313
HO386,1600 N EL CENTRO AVE,Single-Space,TOD,$1.50 - $2.00,2HR,34.100849,-118.323673
ED600A,1101 S CROCKER ST,Single-Space,TOD,$0.50 - $2.00,2HR,34.033201,-118.251629
SP515,300 7TH ST,Single-Space,FLAT,$0.50 ,2HR,33.737912,-118.284457
VW1749,2300 PICO BLVD,Single-Space,FLAT,$1.00 ,1HR,34.047187,-118.287916
HO925,6101 W SELMA AVE,Single-Space,TOD,$1.00 - $2.00,2HR,34.099876,-118.323472
ER128,2000 COLORADO BLVD,Single-Space,FLAT,$1.00 ,2HR,34.139024,-118.212492
SS193,11601 W SANTA MONICA BLVD,Single-Space,FLAT,$1.00 ,1HR,34.044162,-118.455414
HW421C,1701 N GARFIELD PL,Single-Space,FLAT,$1.00 ,2HR,34.102267,-118.310795
PR15,8701 W PICO BLVD,Single-Space,FLAT,$1.00 ,1HR,34.054547,-118.382003
LM545,7400 W BEVERLY BLVD,Single-Space,FLAT,$1.00 ,2HR,34.076044,-118.351771
ER32,5100 EAGLE ROCK BLVD,Single-Space,FLAT,$1.00 ,1HR,34.139573,-118.213971
SG118A,7200 W SUNSET BLVD,Single-Space,FLAT,$1.00 ,1HR,34.097901,-118.349193
MM424,5900 W 6TH ST,Single-Space,FLAT,$1.00 ,4HR,34.064786,-118.357051
ED70,501 S CENTRAL AVE,Single-Space,FLAT,$0.50 ,4HR,34.039565,-118.240082
CB3175,300 W 7TH ST,Single-Space,FLAT,$5.00 ,2HR,34.045662,-118.254228
CT561,700 N NEW HIGH ST,Single-Space,FLAT,$0.50 ,4HR,34.061338,-118.237932
CB2423,700 S SAN PEDRO ST,Single-Space,TOD,$0.50 - $1.50,4HR,34.039178,-118.248225
HW443,1701 N WILTON PL,Single-Space,FLAT,$1.00 ,1HR,34.102038,-118.313708
MM90,701 S BURNSIDE AVE,Single-Space,FLAT,$1.00 ,2HR,34.061815,-118.349678
OF115,5901 W OLYMPIC BLVD,Single-Space,FLAT,$1.00 ,1HR,34.057717,-118.360367
WU1207,1401 SHATTO ST,Single-Space,JUMP,$1.00/H - $4.00/10H,10HR,34.055204,-118.267364
CB1843A,200 E WINSTON ST,Single-Space,TOD,$3.00 - $5.00,2HR,34.0463,-118.246701
WA1459,1301 BURLINGTON AVE,Single-Space,FLAT,$1.00 ,2HR,34.045281,-118.279176
WV487,10801 W LINDBROOK DR,Single-Space,TOD,$0.50 - $1.50,2HR,34.060143,-118.443015
SP470,600 PALOS VERDES ST,Single-Space,FLAT,$0.50 ,2HR,33.738549,-118.281283
VW710,3201 WILSHIRE BLVD,Single-Space,FLAT,$1.00 ,1HR,34.061886,-118.293686
P315,101 E WEST CHANNEL ROAD,Single-Space,FLAT,$1.00 ,1HR,34.029103,-118.518179
LM817,601 N SYCAMORE AVE,Single-Space,FLAT,$1.00 ,2HR,34.083052,-118.342829
ED186,901 E 12TH ST,Single-Space,JUMP,$0.50/H - $2.00/10H,10HR,34.031847,-118.249159
WW2598,3900 BEVERLY BLVD,Single-Space,FLAT,$1.00 ,1HR,34.07618,-118.294968
ED506,801 S TOWNE AVE,Single-Space,JUMP,$0.50/H - $2.00/10H,10HR,34.03694,-118.247731
CB1982,200 E 15TH ST,Single-Space,TOD,$0.50 - $2.00,2HR,34.033504,-118.260745
LC121B,601 N LA CIENEGA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.083222,-118.376611
WB100,2101 S BROADWAY,Single-Space,TOD,$0.50 - $2.00,4HR,34.02911,-118.267421
ED218,701 E 12TH ST,Single-Space,TOD,$0.50 - $1.50,2HR,34.033601,-118.252981
VW617,501 SHATTO PL,Single-Space,FLAT,$1.00 ,1HR,34.064985,-118.290019
CB2810,401 W 4TH ST,Single-Space,TOD,$3.00 - $5.00,4HR,34.050742,-118.251054
SV35,1501 N IVAR AVE,Single-Space,TOD,$0.50 - $2.00,2HR,34.099288,-118.328532
VS134,4401 SUNSET BLVD,Single-Space,FLAT,$1.00 ,2HR,34.096644,-118.284893
CB2092,400 E 12TH ST,Single-Space,TOD,$0.50 - $1.50,2HR,34.035455,-118.256169
VN941,6350 N VAN NUYS BLVD,Single-Space,FLAT,$1.00 ,2HR,34.186169,-118.44857
SP274,800 PACIFIC AVE,Single-Space,FLAT,$0.50 ,2HR,33.736693,-118.287819
WF596,600 S LA JOLLA AVE,Single-Space,FLAT,$1.00 ,2HR,34.064253,-118.368106
VN596,14400 W CALVERT ST,Single-Space,TOD,$0.50 - $1.00,2HR,34.181607,-118.447327
WW1904,800 OXFORD AVE,Single-Space,FLAT,$1.00 ,2HR,34.057141,-118.307719
ER68,5001 EAGLE ROCK BLVD,Single-Space,FLAT,$1.00 ,2HR,34.138058,-118.214558
VW1812,2301 PICO BLVD,Single-Space,FLAT,$1.00 ,1HR,34.047358,-118.288013
WS428A,1600 S SEPULVEDA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.048322,-118.444725
VW365,601 CATALINA ST,Single-Space,FLAT,$1.00 ,1HR,34.062803,-118.295441
MM215,601 S CLOVERDALE AVE,Single-Space,FLAT,$1.00 ,2HR,34.06252,-118.346235
WW1800,501 HARVARD BLVD,Single-Space,FLAT,$1.00 ,30MIN,34.06391,-118.304183
PR242,9001 W PICO BLVD,Single-Space,FLAT,$1.00 ,2HR,34.055372,-118.388229
SP108,701 PACIFIC AVE,Single-Space,FLAT,$0.75 ,2HR,33.737649,-118.288011
CB389,1301 S LOS ANGELES ST,Single-Space,TOD,$0.50 - $1.00,2HR,34.035343,-118.259776
ED195,1101 S STANFORD AVE,Single-Space,TOD,$0.50 - $2.00,2HR,34.032679,-118.249592
WB623,101 W 23RD ST,Single-Space,FLAT,$0.50 ,4HR,34.027817,-118.267362
MM577,701 S HAUSER BLVD,Single-Space,FLAT,$1.00 ,2HR,34.061463,-118.351884
ED14,500 S CENTRAL AVE,Single-Space,FLAT,$0.50 ,4HR,34.040075,-118.239802
W168,6201 W 98TH ST,Single-Space,FLAT,$1.00 ,2HR,33.947409,-118.395106
WA1063,700 BONNIE BRAE ST,Single-Space,FLAT,$1.00 ,2HR,34.05511,-118.274676
BF683,8200 W MELROSE AVE,Single-Space,FLAT,$1.00 ,2HR,34.083616,-118.368363
MM703,5701 W WILSHIRE BLVD,Single-Space,FLAT,$1.00 ,1HR,34.062545,-118.354268
GA126,3200 GLENDALE BLVD,Single-Space,FLAT,$1.00 ,1HR,34.117852,-118.260728
GA114,3100 GLENDALE BLVD,Single-Space,FLAT,$1.00 ,1HR,34.117264,-118.261355
WU461,600 LUCAS AVE,Single-Space,FLAT,$1.00 ,2HR,34.052519,-118.265079
WN42,100 ANAHEIM ST,Single-Space,FLAT,$0.50 ,2HR,33.77995,-118.261471
VW397,650 CATALINA ST,Single-Space,FLAT,$1.00 ,1HR,34.060759,-118.295333
SG372,1401 N SPAULDING AVE,Single-Space,FLAT,$1.00 ,2HR,34.097664,-118.357152
WA1479,1301 CONSTANCE ST,Single-Space,FLAT,$1.00 ,2HR,34.044808,-118.278164
SA217,1300 LOGAN ST,Single-Space,FLAT,$1.00 ,2HR,34.077863,-118.257924
WW358A,601 WESTERN AVE,Single-Space,FLAT,$1.00 ,1HR,34.063239,-118.309194
CB3344,101 E 9TH ST,Single-Space,FLAT,$6.00 ,2HR,34.0413,-118.25458
WW2549,4300 BEVERLY BLVD,Single-Space,FLAT,$1.00 ,1HR,34.0762,-118.303229
WW555,650 KINGSLEY DR,Single-Space,FLAT,$1.00 ,2HR,34.060468,-118.303013
SVV292,801 VERMONT AVE,Single-Space,FLAT,$1.00 ,2HR,34.08738,-118.291848
61407,46 MARKET ST,Multi-Space,TOD,$1.00 - $2.00,1HR,33.987929,-118.473316
VH124,4701 HOLLYWOOD BLVD,Single-Space,FLAT,$1.00 ,1HR,34.101865,-118.29402
VW1144,651 LA FAYETTE PK PL,Single-Space,FLAT,$1.00 ,2HR,34.060877,-118.283716
WV677,10800 W WEYBURN AVE,Single-Space,TOD,$0.50 - $1.00,2HR,34.062168,-118.443184
VS482,1200 EDGEMONT ST,Single-Space,FLAT,$1.00 ,2HR,34.0951,-118.296045
WU567,701 BURLINGTON AVE,Single-Space,FLAT,$1.00 ,2HR,34.054678,-118.273714
CT225,701 N BROADWAY,Single-Space,TOD,$0.50 - $4.00,2HR,34.061525,-118.238828
SVV511,4600 WILLOW BROOK AVE,Single-Space,JUMP,$1.00/H - $4.00/6H,6HR,34.089383,-118.292531
P62,801 N VIA DE LA PAZ,Single-Space,FLAT,$1.00 ,2HR,34.046014,-118.527467
SG35A,7551 W SUNSET BLVD,Single-Space,FLAT,$1.00 ,1HR,34.09814,-118.35471
P83,15300 W ANTIOCH ST,Single-Space,FLAT,$1.00 ,2HR,34.047016,-118.526687
CT495,801 N YALE ST,Single-Space,FLAT,$0.50 ,4HR,34.063868,-118.24057
WF281,7900 W 3RD ST,Single-Space,FLAT,$1.00 ,2HR,34.071561,-118.362334
P181,1000 E SWARTHMORE AVE,Single-Space,FLAT,$1.00 ,2HR,34.048106,-118.524726
HO481,6301 W YUCCA ST,Single-Space,TOD,$0.50 - $2.00,2HR,34.103929,-118.327375
VW1746,2300 PICO BLVD,Single-Space,FLAT,$1.00 ,1HR,34.047191,-118.28828
LM141,7001 W MELROSE AVE,Single-Space,FLAT,$1.00 ,2HR,34.083518,-118.343217
C1027,1300 29TH ST,Single-Space,FLAT,$1.00 ,1HR,34.028332,-118.290967
SV22,1500 N IVAR AVE,Single-Space,TOD,$0.50 - $2.00,2HR,34.099059,-118.328473
BH219A,2400 CESAR E CHAVEZ AVE,Single-Space,FLAT,$1.00 ,1HR,34.046304,-118.20687
WP154,401 WASHINGTON BLVD,Single-Space,FLAT,$0.50 ,2HR,33.981529,-118.462964
LM432,401 N LA BREA AVE,Single-Space,FLAT,$1.00 ,2HR,34.079627,-118.344167
LP256A,3400 W 43RD ST,Single-Space,FLAT,$1.00 ,2HR,34.005892,-118.332641
SS323,11700 W SANTA MONICA BLVD,Single-Space,FLAT,$1.00 ,1HR,34.042975,-118.457541
W187,5300 W CENTURY BLVD,Single-Space,FLAT,$1.00 ,2HR,33.945156,-118.371952
CB3931,400 S WALL ST,Single-Space,TOD,$0.50 - $2.00,4HR,34.045094,-118.245521
VN357,14500 W SYLVAN ST,Single-Space,TOD,$0.50 - $1.00,2HR,34.184585,-118.449667
MD119,2001 MARENGO ST,Single-Space,FLAT,$1.00 ,4HR,34.056818,-118.207589
CC1313,201 W 3RD ST,Single-Space,TOD,$0.50 - $5.00,2HR,34.050553,-118.247273
MM314,601 S MASSELIN AVE,Single-Space,FLAT,$1.00 ,30MIN,34.063467,-118.352576
MM478A,500 S LA BREA AVE,Single-Space,FLAT,$1.00 ,2HR,34.065435,-118.343897
WW253,4400 2ND ST,Single-Space,FLAT,$1.00 ,1HR,34.071081,-118.309714
CB1019,1100 S MAIN ST,Single-Space,TOD,$0.50 - $2.00,2HR,34.037924,-118.258942
WF91,8301 W 3RD ST,Single-Space,FLAT,$1.00 ,2HR,34.073007,-118.372345
SV427,1300 N VINE ST,Single-Space,TOD,$0.50 - $2.00,2HR,34.094767,-118.326523
WW206,201 WESTERN AVE,Single-Space,FLAT,$1.00 ,1HR,34.074849,-118.309244
RA150,8600 W 3RD ST,Single-Space,FLAT,$2.00 ,2HR,34.073503,-118.380371
CB533,401 E PICO BLVD,Single-Space,TOD,$1.00 - $2.00,2HR,34.034464,-118.256918
MM234,601 S DUNSMUIR AVE,Single-Space,FLAT,$1.00 ,2HR,34.062708,-118.348348
WU1332,1700 JAMES M WOOD BLVD,Single-Space,FLAT,$1.00 ,2HR,34.051397,-118.274578
SL375,4300 SUNSET BLVD,Single-Space,FLAT,$1.00 ,2HR,34.095169,-118.283583
LM569,7300 W BEVERLY BLVD,Single-Space,FLAT,$1.00 ,1HR,34.076049,-118.349582
PR809,8801 W PICKFORD ST,Single-Space,JUMP,$1.00/H - $4.00/10H,10HR,34.050701,-118.384801
BW87,100 S BARRINGTON PL,Single-Space,FLAT,$2.00 ,1HR,34.066094,-118.468996
C421,3500 FIGUEROA ST,Single-Space,FLAT,$1.00 ,4HR,34.019699,-118.281241
LM686,5601 W 2ND ST,Single-Space,FLAT,$1.00 ,2HR,34.071099,-118.343662
CB1787,1100 S SANTEE ST,Single-Space,TOD,$0.50 - $5.00,2HR,34.036724,-118.256899
WV121,10950 W WEYBURN AVE,Single-Space,TOD,$1.00 - $2.00,30MIN,34.062251,-118.447332
LT77,100 S SAN PEDRO ST,Single-Space,TOD,$1.50 - $4.00,2HR,34.049488,-118.241452
C963,3650 VERMONT AVE,Single-Space,FLAT,$1.00 ,4HR,34.02137,-118.291402
CB2322,601 E PICO BLVD,Single-Space,FLAT,$0.50 ,4HR,34.033348,-118.254908
CC1418A,100 E 2ND ST,Single-Space,TOD,$2.00 - $3.00,15MIN,34.050625,-118.244048
MD924,1101 CHICAGO ST,Single-Space,FLAT,$1.00 ,4HR,34.057212,-118.205415
WS536,11101 W MISSOURI AVE,Single-Space,FLAT,$1.00 ,2HR,34.044075,-118.442442
SS368,1601 S FEDERAL AVE,Single-Space,FLAT,$1.00 ,2HR,34.04424,-118.453669
CP128,21800 W SHERMAN WAY,Single-Space,FLAT,$1.00 ,2HR,34.200918,-118.603296
WA1008,1900 OLYMPIC BLVD,Single-Space,FLAT,$1.00 ,2HR,34.050907,-118.278313
PM141A,3700 S JASMINE AVE,Single-Space,FLAT,$1.00 ,1HR,34.021947,-118.401996
SW215,701 N WESTERN AVE,Single-Space,FLAT,$1.00 ,2HR,34.084733,-118.30926
LT119,301 E 1ST ST,Single-Space,TOD,$1.00 - $3.00,2HR,34.050015,-118.240198
BH142,400 CUMMINGS ST,Single-Space,FLAT,$1.00 ,30MIN,34.048624,-118.212864
C1090,601 32ND ST,Single-Space,FLAT,$1.00 ,2HR,34.024077,-118.280041
CT548,701 N SPRING ST,Single-Space,FLAT,$0.50 ,4HR,34.060573,-118.237636
WW1252,3900 3RD ST,Single-Space,FLAT,$1.00 ,1HR,34.068928,-118.29963
SG232,1501 N DETROIT ST,Single-Space,FLAT,$1.00 ,2HR,34.098228,-118.345633
ED411,1300 S STANFORD AVE,Single-Space,JUMP,$0.50/H - $2.00/10H,10HR,34.030743,-118.250754
PM31,3300 S MOTOR AVE,Single-Space,FLAT,$1.00 ,1HR,34.028334,-118.409881
LP173,3400 W 43RD PL,Single-Space,FLAT,$1.00 ,2HR,34.004137,-118.33196
WN180,901 AVALON BLVD,Single-Space,FLAT,$0.50 ,2HR,33.782172,-118.26271
WW76,4300 3RD ST,Single-Space,FLAT,$1.00 ,1HR,34.068873,-118.308241
WF626,6101 W ORANGE ST,Single-Space,FLAT,$1.00 ,2HR,34.064128,-118.361799
SA62,2101 SUNSET BLVD,Single-Space,FLAT,$1.00 ,2HR,34.077536,-118.264627
CB271,1301 S BROADWAY,Single-Space,FLAT,$0.50 ,4HR,34.035924,-118.262264
CB454,1301 S SANTEE ST,Single-Space,TOD,$0.50 - $1.50,2HR,34.034724,-118.258694
ED83,1001 E 8TH ST,Single-Space,FLAT,$0.50 ,4HR,34.035808,-118.245787
CB2269,1200 S SAN JULIAN ST,Single-Space,TOD,$0.50 - $1.00,4HR,34.034192,-118.254405
CB4094,101 E 17TH ST,Single-Space,FLAT,$0.50 ,4HR,34.032808,-118.262899
C291A,3700 FLOWER ST,Single-Space,FLAT,$1.00 ,2HR,34.016361,-118.282088
RA80,101 S ROBERTSON BLVD,Single-Space,FLAT,$2.00 ,2HR,34.074218,-118.383851
SH319,6500 W SANTA MONICA BLVD,Single-Space,FLAT,$0.50 ,2HR,34.090635,-118.332625
VN893,6300 N VAN NUYS BLVD,Single-Space,TOD,$0.50 - $1.00,2HR,34.184941,-118.448569
SG345,1401 N ORANGE GROVE AVE,Single-Space,JUMP,$1.00/H - $4.00/10H,10HR,34.097749,-118.360435
SV782,1201 N HIGHLAND AVE,Single-Space,TOD,$0.50 - $1.00,2HR,34.09344,-118.338742
WS552,10901 W ASHTON AVE,Single-Space,FLAT,$1.00 ,2HR,34.057293,-118.445474
SVV365,701 N NEW HAMPSHIRE AVE,Single-Space,JUMP,$1.00/H - $4.00/6H,6HR,34.084008,-118.292861
RS105C,9001 W HARGIS ST,Single-Space,FLAT,$1.00 ,2HR,34.03604,-118.389406
BF13,601 N FAIRFAX AVE,Single-Space,FLAT,$1.00 ,2HR,34.082187,-118.361573
CB1761,100 E 12TH ST,Single-Space,TOD,$0.50 - $1.00,2HR,34.037371,-118.259101
WV123,10951 W WEYBURN AVE,Single-Space,TOD,$1.00 - $1.50,2HR,34.062498,-118.447265
HP59,5700 FIGUEROA ST,Single-Space,FLAT,$1.00 ,1HR,34.109765,-118.192212
AE389,701 TEMPLE ST,Single-Space,JUMP,$1.00/H - $4.00/10H,10HR,34.050141,-118.232568
CB3709,501 S MAIN ST,Single-Space,TOD,$1.00 - $5.00,2HR,34.045673,-118.249639
HO245,6401 W SELMA AVE,Single-Space,TOD,$1.00 - $4.00,2HR,34.099836,-118.32977
CT559,700 N NEW HIGH ST,Single-Space,FLAT,$0.50 ,4HR,34.061225,-118.237986
LH50,2700 BROADWAY,Single-Space,FLAT,$1.00 ,1HR,34.073566,-118.214003
PR167A,8801 W SATURN ST,Single-Space,FLAT,$1.00 ,2HR,34.053133,-118.38445
LP64,4601 S CRENSHAW BLVD,Single-Space,FLAT,$1.00 ,4HR,34.001526,-118.331021
ER101,2100 COLORADO BLVD,Single-Space,FLAT,$1.00 ,2HR,34.13899,-118.21365
BF145B,7801 W ROSEWOOD AVE,Single-Space,FLAT,$1.00 ,2HR,34.080245,-118.360436
WA456,1801 8TH ST,Single-Space,FLAT,$1.00 ,1HR,34.053798,-118.275222
VW1690,2500 PICO BLVD,Single-Space,FLAT,$1.00 ,1HR,34.047174,-118.293157
LM654A,101 S LA BREA AVE,Single-Space,FLAT,$1.00 ,1HR,34.071725,-118.344152
BF292,7900 W WARING AVE,Single-Space,FLAT,$1.00 ,1HR,34.085484,-118.36194
WW2649,4001 6TH ST,Single-Space,FLAT,$1.00 ,1HR,34.063602,-118.31091
CB2609A,400 E 8TH ST,Single-Space,TOD,$2.00 - $5.00,2HR,34.040247,-118.250655
HW480,1601 N ST ANDREWS PL,Single-Space,FLAT,$1.00 ,1HR,34.10138,-118.311522
SP346,301 7TH ST,Single-Space,FLAT,$0.50 ,2HR,33.737777,-118.284474
MD113,2001 MARENGO ST,Single-Space,FLAT,$1.00 ,4HR,34.056407,-118.206647
CB4117,601 E 15TH ST,Single-Space,FLAT,$0.50 ,4HR,34.030883,-118.255573
WW2234,1300 HOBART BLVD,Single-Space,FLAT,$1.00 ,2HR,34.046782,-118.305226
RS37,2500 S ROBERTSON BLVD,Single-Space,FLAT,$1.00 ,2HR,34.038513,-118.388225
CB2946,700 S HILL ST,Single-Space,TOD,$2.00 - $6.00,2HR,34.044611,-118.255532
SVV60,4301 NORMAL AVE,Single-Space,FLAT,$1.00 ,15MIN,34.086718,-118.291352
WW601,650 ARDMORE AVE,Single-Space,FLAT,$1.00 ,2HR,34.060624,-118.301927
VS277A,1500 KENMORE AVE,Single-Space,FLAT,$1.00 ,2HR,34.098551,-118.29716
VW1436,500 WESTMORELAND AVE,Single-Space,FLAT,$1.00 ,2HR,34.064269,-118.288348
ED308,1100 E 12TH ST,Single-Space,JUMP,$0.50/H - $2.00/10H,10HR,34.030575,-118.246349
SV583,1500 N ARGYLE AVE,Single-Space,TOD,$1.00 - $2.00,2HR,34.099548,-118.325096
RA180,8701 W 3RD ST,Single-Space,FLAT,$2.00 ,2HR,34.07365,-118.382342
MV204A,3800 S GRAND VIEW BLVD,Single-Space,FLAT,$1.00 ,2HR,34.003645,-118.43016
VW1489,500 BERENDO ST,Single-Space,FLAT,$1.00 ,2HR,34.063817,-118.294066
WW73B,4300 3RD ST,Single-Space,FLAT,$1.00 ,1HR,34.068871,-118.308653
WA801,2701 7TH ST,Single-Space,FLAT,$1.00 ,1HR,34.059617,-118.283602
PM115,10001 W NORTH VENICE BLVD,Single-Space,FLAT,$1.00 ,1HR,34.022825,-118.400037
WB142,2000 S HILL ST,Single-Space,TOD,$0.50 - $2.00,4HR,34.031434,-118.266994
SV482,6000 W SUNSET BLVD,Single-Space,TOD,$0.50 - $1.00,2HR,34.097926,-118.321734
BF594,700 N SWEETZER AVE,Single-Space,FLAT,$1.00 ,2HR,34.083894,-118.370239
SG312,1501 N ORANGE GROVE AVE,Single-Space,JUMP,$1.00/H - $4.00/10H,10HR,34.098356,-118.360525
CB4313,201 W 12TH ST,Single-Space,TOD,$0.50 - $1.00,2HR,34.039221,-118.261765
ED359,801 E PICO BLVD,Single-Space,FLAT,$0.50 ,4HR,34.031605,-118.25115
WW1882,3200 OLYMPIC BLVD,Single-Space,FLAT,$1.00 ,1HR,34.052534,-118.307903
MD57,1001 BRITTANIA ST,Single-Space,FLAT,$1.00 ,4HR,34.055968,-118.20912
WS15,1700 S WESTWOOD BLVD,Single-Space,FLAT,$1.00 ,2HR,34.051342,-118.438183
BH390A,2001 1ST ST,Single-Space,FLAT,$1.00 ,1HR,34.045272,-118.214377
WU906,1700 OLYMPIC BLVD,Single-Space,FLAT,$1.00 ,2HR,34.049923,-118.276102
HW368,1700 N WESTERN AVE,Single-Space,FLAT,$1.00 ,2HR,34.103563,-118.30914
C1066,600 ADAMS BLVD,Single-Space,FLAT,$1.00 ,4HR,34.029005,-118.27812
LC155,8400 W BEVERLY BLVD,Single-Space,FLAT,$1.00 ,2HR,34.07593,-118.374991
PC110,4300 W PICO BLVD,Single-Space,FLAT,$1.00 ,2HR,34.047903,-118.328708
WW1300,4101 3RD ST,Single-Space,FLAT,$1.00 ,1HR,34.069094,-118.303588
WA1215,400 ALVARADO ST,Single-Space,FLAT,$1.00 ,1HR,34.060636,-118.274045
WA1359,300 GRAND VIEW ST,Single-Space,FLAT,$1.00 ,2HR,34.063446,-118.274953
VN1023,14400 W HAMLIN ST,Single-Space,TOD,$0.50 - $1.00,2HR,34.1886,-118.447121
WA1579,1201 S UNION DR,Single-Space,FLAT,$1.00 ,2HR,34.04525,-118.276767
ED206B,751 E 12TH ST,Single-Space,TOD,$0.50 - $1.00,2HR,34.032753,-118.251285
WV312,10800 W KINROSS AVE,Single-Space,TOD,$1.00 - $1.50,2HR,34.06071,-118.445084
WW1339,500 WESTERN AVE,Single-Space,FLAT,$1.00 ,1HR,34.081021,-118.309001
CC1031,800 W CESAR E CHAVEZ BLVD,Single-Space,FLAT,$0.50 ,4HR,34.061601,-118.245221
SL5,2601 GRIFFITH PARK BLVD,Single-Space,JUMP,$1.00/H - $4.00/10H,10HR,34.106041,-118.272003
56167,10547 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00 ,2HR,34.054836,-118.428281
SS244,1401 S ARMACOST AVE,Single-Space,FLAT,$1.00 ,2HR,34.042072,-118.460452
56206,11016 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00 ,2HR,34.048149,-118.441857
CC322A,201 N FIGUEROA ST,Single-Space,TOD,$0.50 - $1.50,2HR,34.058602,-118.251262
WV17,901 S LEVERING AVE,Single-Space,TOD,$0.50 - $1.50,2HR,34.063117,-118.448707
SL599,2100 BERKELEY AVE,Single-Space,FLAT,$1.00 ,2HR,34.08364,-118.260385
CB1995,201 E 15TH ST,Single-Space,TOD,$0.50 - $1.00,4HR,34.033623,-118.260698
HO1023,1701 N EL CERRITO PL,Single-Space,TOD,$1.50 - $4.00,2HR,34.101923,-118.344766
CB4383,700 S SPRING ST,Single-Space,TOD,$1.50 - $6.00,2HR,34.044023,-118.252653
CB2503A,600 S WALL ST,Single-Space,TOD,$0.50 - $1.00,4HR,34.043195,-118.247281
